400
0
632055
643086
0.831048,-0.233805,0.504672,2.34531,
0.324856,-0.586626,0.741848,4.22768,
0.223187,-0.968009,-0.114656,1.73846,
0.345737,-0.138626,0.928035,5.09345,
0.421136,0.143129,0.895633,4.76057,
-0.585531,-0.670794,0.455181,2.99412,
0.291347,0.0720202,0.953903,5.27938,
-0.638819,-0.6881,0.344135,2.55874,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.447859,-0.382048,0.80837,4.466,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.342569,0.231825,0.910441,4.88613,
0.943402,0.224771,0.243867,2.78132,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.438003,-0.890473,-0.123332,2.31342,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.632982,-0.367753,0.681242,3.71585,
0.499325,0.155407,0.852363,4.27117,
-0.600313,-0.352146,0.718065,3.93463,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.556926,-0.828975,-0.0513309,2.40872,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.860528,-0.49694,-0.11199,1.61046,
0.952931,-0.278896,-0.118912,1.3644,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.95732,-0.279025,-0.0753827,1.30524,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.851452,-0.391972,-0.348406,2.06932,
0.422275,-0.831173,-0.361712,3.16741,
0.303162,-0.918096,-0.255328,3.87546,
0.972739,0.0719203,0.220469,3.87393,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.328784,-0.578182,0.746731,3.37566,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.120134,-0.16162,0.979514,3.0225,
0.175007,0.0943801,0.980033,3.01274,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.720027,-0.603147,-0.343183,2.90129,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.439526,0.343427,0.829985,2.60945,
0.34564,0.0795432,0.93499,4.36626,
0.215285,-0.976389,-0.0178008,2.36819,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.107956,-0.99296,0.048749,2.53825,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.926562,-0.283698,-0.24698,1.684,
-0.0070077,-0.0596098,0.998197,3.06017,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.0902222,0.178101,0.979867,2.86942,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.365523,-0.0295316,0.930334,4.38658,
0.440729,0.295403,0.847641,4.16174,
-0.768478,-0.596217,0.23231,1.67929,
-0.178772,-0.141647,0.973641,5.4459,
-0.301869,-0.147267,0.941906,5.24848,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.59927,-0.792495,0.113256,1.60171,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.244516,-0.968719,-0.0423812,1.76584,
0.603546,0.35108,0.715874,3.96608,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.0734199,-0.996198,0.0468918,1.81903,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.33797,-0.16771,0.926094,5.01172,
0.371217,-0.927908,-0.0344127,1.62071,
0.484495,0.118064,0.86679,4.26744,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.993686,-0.0738578,0.0844629,0.742196,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.421234,0.153482,0.893871,4.31924,
0.0643568,-0.997272,0.0361473,1.79213,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.432083,-0.0075325,0.901802,4.41863,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.224264,-0.0361689,0.973857,4.44366,
-0.545126,-0.572358,0.612571,3.2458,
0.906939,-0.416514,-0.0630756,1.18004,
0.940556,-0.332572,-0.0689307,1.14789,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.0421024,-0.999039,0.0121423,1.84101,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.68178,0.429718,0.592046,3.29482,
0.371266,0.261674,0.890892,4.68934,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.904411,-0.419383,-0.0784818,1.20454,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.456613,-0.631502,0.626666,3.36762,
0.130135,0.0682249,0.989146,4.48511,
-0.201026,-0.102882,0.974168,4.45242,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.0646071,-0.0359519,0.997263,4.50114,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.236201,-0.191036,0.95274,4.40054,
0.395538,0.271265,0.877477,4.56992,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.243612,-0.24954,0.937221,4.36474,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.159428,-0.981045,0.110156,2.54848,
0.785364,0.128156,0.605623,2.41025,
-0.117029,-0.975811,0.184655,2.53292,
0.201291,0.0940092,0.97501,2.50557,
0.941769,0.169304,0.290528,2.20483,
-0.251099,-0.884466,0.393281,2.71191,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.10391,-0.963494,0.246741,2.88339,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.872366,-0.318653,-0.370726,2.04843,
0.926481,-0.256609,-0.27529,2.34094,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.276136,-0.928475,-0.248362,2.50729,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
0.241578,0.0786346,0.96719,2.56783,
0.997174,0.0484794,-0.0573944,1.91729,
0.90325,-0.419788,-0.0889754,2.80269,
0.57735,0.57735,0.57735,0,
0.57735,0.57735,0.57735,0,
-0.362958,-0.78051,0.508985,2.29075,
